sentence_id,sentence_text
1029_t0175_s001,"And I’ve proven that I can, and for 30 years, I’ve produced results for people."
1004_t0142_s025,We need to do better in job retraining.
1027_t0253_s010,That’s why we’re losing—we’re losing—we lose on everything.
1033_t0299_s021,We have done an incredible job environmentally.
1010_t0054_s013,"If we cut the capital gains rate, I’m told everyday, I had a letter from a former constituent in Kansas saying I want to sell property in California, put it in my business in Kansas, I can’t, because the capital gains rate’s too high."
1025_t0222_s010,But let me mention another thing.
1007_t0169_s004,"But the White House staff increased its expenditures by considerably more than Congress has in the last 4 years under the Bush administration, and Congress has actually spent a billion dollars less than President Bush asked them to spend."
1017_t0096_s001,"Well, first of all, the president’s figures of $2."
1033_t0077_s005,"Number two, I don’t make money from China, you do."
1011_t0020_s002,Under my plan I will put Medicare in an iron clad lockbox and prevent the money from being used for anything other than Medicare.
1003_t0173_s009,That’s why I do feel if some police officer is gunned down that the death penalty is required.
1023_t0091_s010,"Now, he says by not overpaying hospitals and providers."
1025_t0014_s001,Well what you’re seeing in this country is 23 million people struggling to find a job.
1004_t0142_s016,Nobody would have dreamed it possible.
1018_t0061_s001,You just heard the president say that young people ought to be able to take money out of Social Security and put it in their own accounts.
1010_t0002_s002,Let me first give you a sports update.
1001_t0100_s002,Bush was a lot more sympathetic to the freeze than he seems to be today.
1026_t0112_s006,"Because they have the opportunity to reenter the community of nations, and we would welcome that."
1030_t0202_s006,And yet you take their money.
1014_t0086_s001,"I’m sorry, I didn’t hear that."
1031_t0788_s003,.
1001_t0061_s010,We went out and built housing.
1025_t0222_s026,"I’d like to understand who it was that did this, what the idea was behind it, why it led to the violence, thousands of guns going to Mexican drug lords."
1026_t0032_s001,…major speech.
1007_t0085_s015,What do you think they’re going to do when the campaign’s over?
1021_t0023_s005,The point is — the point is that we can fix our economy.
1023_t0044_s004,"I think it’s, frankly, not moral for my generation to keep spending massively more than we take in, knowing those burdens are going to be passed on to the next generation and they’re going to be paying the interest and the principal all their lives."
1029_t0200_s001,I think that it basically has fallen.
1013_t0151_s003,Clinton and them fought for in 1993 was a government-run health care system.
1019_t0004_s005,He’s a dear and beloved friend to all of us.
1025_t0034_s001,"Governor, we have actually produced more oil —"
1022_t0019_s003,"Ireland, it’s 11 percent."
1007_t0150_s007,It was interesting today.
1031_t0559_s001,It means.
1031_t0129_s001,He has no plan for healthcare.
1027_t0212_s021,They can provide information to us that we might not get anywhere else.
1029_t0092_s019,You will have the finest health care plan there is.
1011_t0043_s013,I’m going to ask the Congress for $2 billion to make sure we have the cleanest coal technologies in the world.
1006_t0015_s016,"In other words, we were down to 18% of them were making — 18- to 24-year- olds were making less than $12,000."
1014_t0023_s008,I will make a commitment to bring health care coverage of high quality that is affordable to every single child in America within four years.
1031_t0418_s001,"Did Burisma pay him 183 thousand a month, with no experience in energy?"
1018_t0067_s014,And that’s what’s happening.
1008_t0066_s014,When we’ve worked hard to end the Northern Korean nuclear threat.
1010_t0014_s008,"So this is, that’s a good start."
1014_t0108_s005,"And God bless them, every one of them decided on their own to come here this evening."
1022_t0024_s004,It’s just a giveaway.
1007_t0178_s016,"He’d just said Jim Baker was going to be secretary of state and in the first debate he said no, now he’s gonna be responsible for domestic economic policy."
1030_t0309_s020,We have to use them to negotiate our trade deals.
1031_t0187_s001,"Well, we’re going to deliver it right away."
1029_t0127_s004,"People are coming into our country like we have no idea who they are, where they are from, what their feelings about our country is, and she wants 550 percent more."
1001_t0160_s004,I want to keep this expansion going.
1031_t0008_s011,Even if we did it after the election itself.
1030_t0047_s001,"I voted for border security, and there are…"
1008_t0114_s001,"The way you get a better America is to balance the budget and protect Medicare, Medicaid, education and the environment; to give a targeted tax cut — and let me talk about the education tax cut — to let people have a $10,000 deduction for the cost of college tuition in any year, any kind of college tuition; to give families a tax credit, a dollar for dollar reduction in their taxes for the cost of a typical community college so we can open that to everybody."
1023_t0079_s008,"The second topic, which is you said you get a deduction for taking a plant overseas."
1008_t0101_s010,That’s the issue.
1003_t0085_s004,"But I do think this, that the next president, even within a relatively stable budget and that’s what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr."
1031_t0686_s002,"You know, we’re planting a billion trees–the Billion Tree Project–and it’s very exciting for a lot of people."
1003_t0045_s016,The Soviets are modernizing.
1031_t0152_s001,They sure do.
1006_t0242_s001,But it’s in your hands.
1006_t0236_s014,"Now, let me pose this question to America."
1027_t0271_s002,"And as far as Japan is concerned, I want to help all of our allies, but we are losing billions and billions of dollars."
1010_t0135_s016,Your responsibility is to show up on November the 5th.
1022_t0088_s001,"Bob, I think it’s going to be important to just — I’ll respond to these two particular allegations that Senator McCain has made and that have gotten a lot of attention."
1027_t0150_s020,But you take the gun away from criminals that shouldn’t be having it.
1026_t0201_s012,And there are two very different paths the country can take.
1033_t0176_s001,401k’s are through the roof.
1027_t0063_s001,"But in—oh, but I do."
