sentence_id,reasoning,damsl_tags,beads_tags,n_damsl_tags,n_beads_tags
1007_t0010_s006,Fragment steering toward a topic about the opponent's remarks.,S; MS,,2,0
1027_t0263_s006,"Statement framed as personal knowledge/belief about campaign's effect, with fear-adjacent worry framing.",S,IP,1,1
1030_t0297_s006,"Emotional lament about a situation, appealing to sentiment.",S,AE,1,1
1011_t0107_s012,"Speaker directs listener attention to a problem; imperative-style but 'I want you to hear' is declarative expressing desire, and frames a problem to worry about.",S,AF,1,1
1025_t0101_s021,Declarative claiming credit for a policy outcome (millions afford college) and touches gender in the marketplace.,S; S-Inform,IT,2,1
1015_t0081_s014,Factual assertion with numeric/fraction claim about the war context.,S; S-Inform,SE,2,1
1023_t0007_s026,Imperative enumerating a policy point ('champion small business').,IAFA,,1,0
1029_t0182_s007,Statement of what is needed with reasoning ('because'); hortatory but declarative.,S; EXPL,,2,0
1001_t0137_s002,Frames personal opinion that something is important to understand.,S,IP,1,1
1027_t0234_s012,Rambling statement referencing the press and pre-war timing; procedural aside.,S,,1,0
1021_t0130_s002,Explicit agreement with the opponent on steps to be taken.,AGR,IP,1,1
1011_t0140_s009,Plain factual assertion about payroll taxes belonging to the listener.,S,,1,0
1031_t0747_s003,Empty/period-only fragment; no discourse content.,,,0,0
1026_t0052_s002,"This challenges the opponent's claim, referencing what Romney said, functioning as a rebuttal.",S; CH,REB,2,1
1014_t0075_s001,"A declarative expressing a vision with patriotic/values-laden framing about democracy, freedom, human rights.",S,APAT; IP,1,2
1025_t0026_s027,A statement claiming personal credit for a plan and predicting a benefit; self-promotion.,S; S-Inform,IT,2,1
1031_t0826_s001,"An emphatic declarative asserting something can't be done, possibly a jab or rebuttal.",S,REB,1,1
1031_t0784_s018,An imperative directing the listener to vote how they see fit.,IAFA,,1,0
1022_t0143_s004,Factual statement citing a specific bill; frames the issue but is largely informative.,S; S-Inform,,2,0
1015_t0114_s009,"A statement criticizing the decision to rush to war, implicitly a rebuttal of policy.",S,REB,1,1
1026_t0043_s001,A plain factual assertion about geopolitics.,S; S-Inform,,2,0
1003_t0157_s005,A plain factual statement about a current event.,S; S-Inform,,2,0
1031_t0752_s003,An empty/non-content fragment with no discourse act.,,,0,0
1031_t0165_s011,Speaker quotes an attack ('racist and xenophobic') attributing motive to opponent's criticism of his policy; this is a rebuttal referencing the opponent and defends self.,S; CH,PER; REB,2,2
1025_t0014_s003,Declarative asserting the president's policies failed to produce jobs; blame attribution to the opponent.,S; CH,ATTR; REB,2,2
1008_t0050_s018,"Hortatory statement ('ought to stop') expressing what should happen, a plain declarative not an imperative.",S,IP,1,1
1013_t0091_s004,Statement continuing a point about training scope; plain policy content.,S,,1,0
1019_t0112_s011,General conditional statement about working with a government; plain assertion.,S,,1,0
1003_t0167_s015,Statement claiming corruption exists on both sides; deflects blame away from one party.,S,DF,1,1
1006_t0238_s007,Reports a general claim ('everybody says') about Congress; hasty generalization framing.,S,CB,1,1
1013_t0230_s022,Personal-stance statement of belief about setting priorities.,S,IP,1,1
1027_t0242_s006,Factual/historical statement with specific detail about Iran's nuclear timeline; new factual content and self-reference.,S-Inform; HS,,2,0
1011_t0097_s012,Assertion predicting opponent's action on Medicare; a rebuttal referencing the opponent.,S; CH,ATTR; REB,2,2
1003_t0087_s011,"Statement asserting a policy view that a 'better way' produced results, with self-favoring framing and reference to results.",S; INT,IP; SE,2,2
1018_t0028_s011,A quoted evaluative fragment dismissing something as 'not smart'; a plain assertion.,S,,1,0
1011_t0016_s002,"Statement referencing what opponents did eight years ago, a historical self-reference to a claim.",S; HS,ATTR,2,1
1033_t0053_s012,A sweeping declarative claim that 'everyone' is leaving; a hasty generalization.,S,CB,1,1
1018_t0077_s002,"Direct answer opening with 'no', stating a personal position on litmus tests.",S; ANS,IP,2,1
1023_t0129_s001,Plain declarative asserting a normative view about regulation.,S,IP,1,1
1011_t0085_s008,Declarative arguing a logical point about involvement; frames a dichotomy but as reasoning.,S,IP,1,1
1010_t0134_s022,"Short declarative statement, emotionally weighted about people giving their lives.",S,AE,1,1
1010_t0131_s006,"Statement of collective goal 'we want to end discrimination', hortatory unity framing.",S,UF,1,1
1031_t0700_s009,"Statement with specific factual/target content (net zero by 2035), a policy claim with a year.",S; S-Inform,IP,2,1
1004_t0080_s004,"Plain declarative referencing an action/response, no clear bias.",S,,1,0
1031_t0070_s007,Statement with a numeric claim about drug prices; a specific figure without context suggests selective evidence.,S-Inform,IT; SE,1,2
1029_t0250_s009,Personal stance expressing admiration for Obama.,S,IP,1,1
1022_t0114_s006,Explanatory statement about people fearing bankruptcy; emotional appeal to hardship.,S; EXPL,AE,2,1
1025_t0247_s004,Short declarative assessment.,S,,1,0
1004_t0120_s002,Statement with a specific statistic on HIV-positive Americans.,S-Inform,,1,0
1007_t0078_s001,Direct affirmative answer.,ANS,,1,0
1010_t0035_s005,"Statement blaming the Clinton Administration for delay, attributing fault to a named opponent.",S; CH,ATTR; REB,2,2
1006_t0055_s002,Statement contrasting self with implied opponent; self-defensive with implicit contrast.,S,REB,1,1
1031_t0796_s007,Brief statement of dislike toward some group/thing.,S,,1,0
1031_t0165_s009,"A statement asserting the count isn't straight, with a slanted characterization implying deception.",S,SE,1,1
1007_t0089_s002,Plain declarative asserting the laws protect taxpayers.,S,,1,0
1025_t0125_s010,Statement claiming personal credit for keeping commitments.,S,IT,1,1
1010_t0058_s018,"A fragment citing a specific figure, informative statement.",S-Inform,,1,0
1003_t0010_s010,Statement asserting a positive turnaround.,S,,1,0
1013_t0030_s002,Expresses personal opinion approving a decision.,S,IP,1,1
1013_t0030_s005,Expresses personal stance of being pleased.,S,IP,1,1
1018_t0067_s018,Explanatory statement about how the card works.,S; EXPL,,2,0
1003_t0003_s010,Statement expressing intention to call a summit.,S,IP,1,1
1011_t0107_s007,Statement citing specific dollar figures about revenue and spending.,S-Inform,,1,0
1023_t0206_s034,A campaign promise/self-commitment declarative claiming personal capacity to deliver outcomes.,S,AP; IT,1,2
1015_t0092_s004,"Conditional declarative about hypothetical policy alternatives, no clear bias.",S,,1,0
1015_t0090_s010,Informative statement citing a specific number of parties in negotiations.,S; S-Inform,,2,0
1018_t0115_s019,Direct appeal to the audience asking for support; emotional/personal appeal.,S; IAFA,AE,2,1
1011_t0083_s019,Plain declarative reporting a problem with recruiting.,S,,1,0
1018_t0102_s007,Question with rhetorical framing containing specific figures; asks listener to realize a statistic.,YNQ; S-Inform,IT,2,1
1025_t0261_s002,"Hortatory declarative expressing shared aspiration, collective 'we'.",S,UF,1,1
1033_t0307_s005,"Statement citing endorsements; self-corrected, sweeping claim of every group's support which is one-sided.",S; CORR,SE,2,1
1030_t0293_s001,Brief agreement/acknowledgment.,AGR,,1,0
1011_t0141_s010,Conditional explanatory statement laying out logical consequence of a cut; reasoning framing.,S; EXPL,CB,2,1
1025_t0026_s009,"Declarative asserting the administration took legal action against oil drillers, framing it as harmful blame directed at the opposing administration.",S; S-Inform,ATTR; REB,2,2
1025_t0035_s002,"A wh-question asking for a specific figure, implying the opponent cut permits, which is a loaded/challenging framing.",Q-W; CH,BQ; REB,2,2
1021_t0034_s006,Plain declarative agreeing that the mentioned items are national security requirements.,S,,1,0
1003_t0073_s012,Simple declarative statement about Bush's beliefs.,S,,1,0
1026_t0199_s012,Direct answer opening with 'Yes' explaining deficit-reduction plan with policy specifics and personal stance.,S; ANS; EXPL,IP,3,1
1008_t0018_s001,Declarative expressing personal doubt about a prior acknowledgment.,S; IAFA,IP,2,1
1017_t0115_s008,Statistical claim citing a percentage as new factual content.,S; S-Inform,,2,0
1030_t0128_s017,"Declarative asserting that 'they' are now starting to pay, likely a self-credit or one-sided claim.",S,IT,1,1
1021_t0093_s007,"Hortatory 'we must do whatever we can' framed as collective moral duty against genocide, appealing to emotion and unity.",S,AE; UF,1,2
1025_t0245_s034,Declarative with 'we have to' expressing shared obligation to be competitive for jobs.,S,UF,1,1
1010_t0007_s011,A declarative statement that invokes party pride via the 'party of Lincoln' framing and casts out bigots.,S,AP; APAT,1,2
1027_t0206_s011,Statement asserting a policy claim ('we should have taken the oil') with self-crediting reasoning and a presumption of agreement.,S; EXPL,IT; CB,2,2
1023_t0014_s026,"A first-person declarative promise, not an imperative; expresses stance/commitment.",S,IP,1,1
1033_t0305_s014,Personal-opinion declarative expressing uncertainty/stance.,S,IP,1,1
1008_t0035_s001,Statement explaining the speaker's own approach; personal framing.,S,IP,1,1
1022_t0167_s005,Statement referencing hard times for America; the 'difficult times and challenges' framing appeals to fear/concern.,S,AF,1,1
1017_t0029_s009,"A rhetorical question used to grab attention before a point, not seeking an answer.",Q-RHET,,1,0
1018_t0098_s010,"First-person claim of accomplishment, taking personal credit.",S; S-Inform,IT,2,1
1025_t0250_s001,"Fragmentary, incomplete utterance with no clear content; likely interrupted.",S,,1,0
1011_t0097_s009,"Hortatory declarative ('we've got to') expressing stance, not an imperative command.",S,IP,1,1
1006_t0015_s028,Declarative assertion of collective resolve; 'we'll' frames unity of shared action.,S,UF,1,1
1014_t0118_s004,A declarative statement giving reasoning/how something is done; not imperative despite the 'you'.,S; EXPL,,2,0
1029_t0224_s001,Declarative assertion using strong negative language 'disaster' framing an outcome as catastrophic.,S,AF,1,1
1017_t0081_s025,Statement expressing personal concern and finding common ground with the listener.,S,UF; IP,1,2
1029_t0031_s003,"Statement recalling repeated past rhetoric, implicitly dismissive of opponent's words.",S; HS,,2,0
1003_t0012_s004,Informative statement providing factual framing about a decision.,S; S-Inform,,2,0
1008_t0059_s003,"Declarative asserting national greatness/indispensability, appealing to pride.",S,AP,1,1
1019_t0110_s008,Plain declarative describing a state; no clear slant.,S,,1,0
1015_t0052_s008,"Statement referencing what the opponent said, setting up a rebuttal.",S; REJ,REB,2,1
1026_t0172_s001,Moderator hands the floor by naming the addressee; a turn-give.,TG,,1,0
1017_t0071_s023,"Statement with a numeric figure attributing loss of insurance to the sitting president, blaming him.",S-Inform,ATTR,1,1
1021_t0016_s010,"Statement implying improper money to a political group, adversarial framing.",S,REB,1,1
1031_t0440_s001,"Short skeptical rhetorical retort, incredulity rather than seeking answer.",Q-RHET,REB,1,1
1030_t0323_s002,Plain declarative promise about the economy.,S,,1,0
1031_t0327_s007,Statement crediting/blaming the Obama Administration with a sarcastic jab.,S,ATTR,1,1
1031_t0190_s003,Emphatic fragment exaggerating positively.,S,CB,1,1
1019_t0184_s016,Statement about consequences for competitiveness; personal stance framing on policy.,S,IP,1,1
1030_t0041_s006,Statement attacking a deal signed by opponent's spouse with superlative negative loaded language.,S; CH,ATTR; CB,2,2
1029_t0175_s001,Self-promotion claiming personal track record of results.,S,IT,1,1
1004_t0142_s025,Hortatory statement about what needs improvement; not imperative.,S,UF,1,1
1027_t0253_s010,Emphatic declarative asserting the country loses at everything; a hasty generalization overstating loss.,S,CB,1,1
1033_t0299_s021,Declarative claiming credit for environmental performance.,S,IT; SE,1,2
1010_t0054_s013,"Statement citing anecdotal evidence (a letter) to support a policy claim about capital gains, cherry-picked example.",S; S-Inform,SE,2,1
1025_t0222_s010,Bids to hold the floor to introduce another point.,TT; MS,,2,0
1007_t0169_s004,Informative statement with numbers rebutting the opponent's spending claim.,S-Inform; CH,REB; SE,2,2
1017_t0096_s001,Begins to challenge the president's cited figures.,S; CH; TT,REB,3,1
1033_t0077_s005,"Direct address distinguishing self from opponent, accusatory jab that you make money from China.",S; CH,ATTR; AEX; REB,2,3
